rank,previous_position,trend,nation,nation_url,flag_url,nation_full_name,confederation,points,rank_date
176,161,down,,/malta/startseite/verein/3587,https://tmssl.akamaized.net//images/flagge/tiny/106.png?lm=1520611569,Malta,UEFA,951,2021-02-18
177,158,down,,/moldawien/startseite/verein/6090,https://tmssl.akamaized.net//images/flagge/tiny/112.png?lm=1520611569,Moldova,UEFA,950,2021-02-18
178,177,down,,/tschad/startseite/verein/13978,https://tmssl.akamaized.net//images/flagge/tiny/171.png?lm=1520611569,Chad,CAF,947,2021-02-18
179,156,down,,/puerto-rico/startseite/verein/17759,https://tmssl.akamaized.net//images/flagge/tiny/228.png?lm=1520611569,Puerto Rico,CONCACAF,942,2021-02-18
180,166,down,,/kuba/startseite/verein/3808,https://tmssl.akamaized.net//images/flagge/tiny/88.png?lm=1520611569,Cuba,CONCACAF,936,2021-02-18
181,205,up,,/liechtenstein/startseite/verein/5673,https://tmssl.akamaized.net//images/flagge/tiny/97.png?lm=1520611569,Liechtenstein,UEFA,924,2021-02-18
182,193,up,,/macau/startseite/verein/16432,https://tmssl.akamaized.net//images/flagge/tiny/219.png?lm=1520611569,Macau,AFC,922,2021-02-18
183,175,down,,/montserrat/startseite/verein/17754,https://tmssl.akamaized.net//images/flagge/tiny/235.png?lm=1520611569,Montserrat,CONCACAF,921,2021-02-18
184,196,up,,/dschibuti/startseite/verein/16427,https://tmssl.akamaized.net//images/flagge/tiny/41.png?lm=1520611569,Djibouti,CAF,919,2021-02-18
184,183,down,,/dominica/startseite/verein/16033,https://tmssl.akamaized.net//images/flagge/tiny/42.png?lm=1520611569,Dominica,CONCACAF,919,2021-02-18
186,180,down,,/bangladesch/startseite/verein/15033,https://tmssl.akamaized.net//images/flagge/tiny/16.png?lm=1520611569,Bangladesh,AFC,917,2021-02-18
187,189,up,,/sao-tome-und-principe/startseite/verein/15236,https://tmssl.akamaized.net//images/flagge/tiny/145.png?lm=1520611569,São Tomé and Príncipe,CAF,914,2021-02-18
188,190,up,,/laos/startseite/verein/16431,https://tmssl.akamaized.net//images/flagge/tiny/91.png?lm=1520611569,Laos,AFC,912,2021-02-18
189,192,up,,/bhutan/startseite/verein/15920,https://tmssl.akamaized.net//images/flagge/tiny/22.png?lm=1520611569,Bhutan,AFC,911,2021-02-18
190,185,down,,/mongolei/startseite/verein/15739,https://tmssl.akamaized.net//images/flagge/tiny/114.png?lm=1520611569,Mongolia,AFC,906,2021-02-18
191,188,down,,/brunei-darussalam/startseite/verein/14233,https://tmssl.akamaized.net//images/flagge/tiny/27.png?lm=1520611569,Brunei Darussalam,AFC,904,2021-02-18
192,184,down,,/amerikanisch-samoa/startseite/verein/17746,https://tmssl.akamaized.net//images/flagge/tiny/239.png?lm=1520611569,American Samoa,OFC,900,2021-02-18
193,195,up,,/cayman-inseln/startseite/verein/17751,https://tmssl.akamaized.net//images/flagge/tiny/229.png?lm=1520611569,Cayman Islands,CONCACAF,897,2021-02-18
194,187,down,,/samoa/startseite/verein/15235,https://tmssl.akamaized.net//images/flagge/tiny/143.png?lm=1520611569,Samoa,OFC,894,2021-02-18
195,202,up,,/gibraltar/startseite/verein/37574,https://tmssl.akamaized.net//images/flagge/tiny/266.png?lm=1520611569,Gibraltar,UEFA,888,2021-02-18
196,206,up,,/bahamas/startseite/verein/15918,https://tmssl.akamaized.net//images/flagge/tiny/14.png?lm=1520611569,Bahamas,CONCACAF,880,2021-02-18
197,198,up,,/osttimor/startseite/verein/17757,https://tmssl.akamaized.net//images/flagge/tiny/242.png?lm=1520611569,Timor-Leste,AFC,879,2021-02-18
197,200,up,,/somalia/startseite/verein/13974,https://tmssl.akamaized.net//images/flagge/tiny/156.png?lm=1520611569,Somalia,CAF,879,2021-02-18
199,201,up,,/guam/startseite/verein/17753,https://tmssl.akamaized.net//images/flagge/tiny/241.png?lm=1520611569,Guam,AFC,873,2021-02-18
200,199,down,,/pakistan/startseite/verein/15352,https://tmssl.akamaized.net//images/flagge/tiny/128.png?lm=1520611569,Pakistan,AFC,867,2021-02-18
200,191,down,,/aruba/startseite/verein/17749,https://tmssl.akamaized.net//images/flagge/tiny/233.png?lm=1520611569,Aruba,CONCACAF,867,2021-02-18
202,203,up,,/seychellen/startseite/verein/3562,https://tmssl.akamaized.net//images/flagge/tiny/151.png?lm=1520611569,Seychelles,CAF,866,2021-02-18
203,197,down,,/tonga/startseite/verein/16435,https://tmssl.akamaized.net//images/flagge/tiny/169.png?lm=1520611569,Tonga,OFC,862,2021-02-18
203,204,up,,/turks-und-caicosinseln/startseite/verein/17764,https://tmssl.akamaized.net//images/flagge/tiny/226.png?lm=1520611569,Turks and Caicos Islands,CONCACAF,862,2021-02-18
205,0,down,,/eritrea/startseite/verein/13953,https://tmssl.akamaized.net//images/flagge/tiny/46.png?lm=1520611569,Eritrea,CAF,856,2021-02-18
206,194,down,,/sri-lanka/startseite/verein/15358,https://tmssl.akamaized.net//images/flagge/tiny/158.png?lm=1520611569,Sri Lanka,AFC,853,2021-02-18
207,207,stable,,/amerikanische-jungferninseln/startseite/verein/17747,https://tmssl.akamaized.net//images/flagge/tiny/234.png?lm=1520611569,United States Virgin Islands,CONCACAF,844,2021-02-18
208,208,stable,,/britische-jungferninseln/startseite/verein/17750,https://tmssl.akamaized.net//images/flagge/tiny/231.png?lm=1520611569,British Virgin Islands,CONCACAF,842,2021-02-18
209,209,stable,,/anguilla/startseite/verein/17748,https://tmssl.akamaized.net//images/flagge/tiny/232.png?lm=1520611569,Anguilla,CONCACAF,821,2021-02-18
210,210,stable,,/san-marino/startseite/verein/10521,https://tmssl.akamaized.net//images/flagge/tiny/144.png?lm=1520611569,San Marino,UEFA,810,2021-02-18
1,8,up,,/belgien/startseite/verein/3382,https://tmssl.akamaized.net//images/flagge/tiny/19.png?lm=1520611569,Belgium,UEFA,1783,2021-06-15
2,3,up,,/frankreich/startseite/verein/3377,https://tmssl.akamaized.net//images/flagge/tiny/50.png?lm=1520611569,France,UEFA,1757,2021-06-15
3,5,up,,/brasilien/startseite/verein/3439,https://tmssl.akamaized.net//images/flagge/tiny/26.png?lm=1520611569,Brazil,CONMEBOL,1743,2021-06-15
4,4,stable,,/england/startseite/verein/3299,https://tmssl.akamaized.net//images/flagge/tiny/189.png?lm=1520611569,England,UEFA,1687,2021-06-15
5,6,up,,/portugal/startseite/verein/3300,https://tmssl.akamaized.net//images/flagge/tiny/136.png?lm=1520611569,Portugal,UEFA,1666,2021-06-15
6,1,down,,/spanien/startseite/verein/3375,https://tmssl.akamaized.net//images/flagge/tiny/157.png?lm=1520611569,Spain,UEFA,1648,2021-06-15
7,12,up,,/italien/startseite/verein/3376,https://tmssl.akamaized.net//images/flagge/tiny/75.png?lm=1520611569,Italy,UEFA,1642,2021-06-15
8,2,down,,/argentinien/startseite/verein/3437,https://tmssl.akamaized.net//images/flagge/tiny/9.png?lm=1520611569,Argentina,CONMEBOL,1642,2021-06-15
9,16,up,,/uruguay/startseite/verein/3449,https://tmssl.akamaized.net//images/flagge/tiny/179.png?lm=1520611569,Uruguay,CONMEBOL,1639,2021-06-15
10,21,up,,/danemark/startseite/verein/3436,https://tmssl.akamaized.net//images/flagge/tiny/39.png?lm=1520611569,Denmark,UEFA,1632,2021-06-15
11,15,up,,/mexiko/startseite/verein/6303,https://tmssl.akamaized.net//images/flagge/tiny/110.png?lm=1520611569,Mexico,CONCACAF,1630,2021-06-15
12,9,down,,/deutschland/startseite/verein/3262,https://tmssl.akamaized.net//images/flagge/tiny/40.png?lm=1520612525,Germany,UEFA,1609,2021-06-15
13,17,up,,/schweiz/startseite/verein/3384,https://tmssl.akamaized.net//images/flagge/tiny/148.png?lm=1520611569,Switzerland,UEFA,1606,2021-06-15
14,10,down,,/kroatien/startseite/verein/3556,https://tmssl.akamaized.net//images/flagge/tiny/37.png?lm=1520611569,Croatia,UEFA,1606,2021-06-15
15,13,down,,/kolumbien/startseite/verein/3816,https://tmssl.akamaized.net//images/flagge/tiny/83.png?lm=1520611569,Colombia,CONMEBOL,1601,2021-06-15
16,7,down,,/niederlande/startseite/verein/3379,https://tmssl.akamaized.net//images/flagge/tiny/122.png?lm=1520611569,Netherlands,UEFA,1598,2021-06-15
17,32,up,,/wales/startseite/verein/3864,https://tmssl.akamaized.net//images/flagge/tiny/191.png?lm=1520611569,Wales,UEFA,1570,2021-06-15
18,43,up,,/schweden/startseite/verein/3557,https://tmssl.akamaized.net//images/flagge/tiny/147.png?lm=1520611569,Sweden,UEFA,1570,2021-06-15
19,52,up,,/chile/startseite/verein/3700,https://tmssl.akamaized.net//images/flagge/tiny/33.png?lm=1520611569,Chile,CONMEBOL,1570,2021-06-15
20,14,down,,/vereinigte-staaten/startseite/verein/3505,https://tmssl.akamaized.net//images/flagge/tiny/184.png?lm=1520611569,United States,CONCACAF,1555,2021-06-15
21,31,up,,/polen/startseite/verein/3442,https://tmssl.akamaized.net//images/flagge/tiny/135.png?lm=1520611569,Poland,UEFA,1550,2021-06-15
22,19,down,,/senegal/startseite/verein/3499,https://tmssl.akamaized.net//images/flagge/tiny/149.png?lm=1520611569,Senegal,CAF,1542,2021-06-15
23,24,up,,/osterreich/startseite/verein/3383,https://tmssl.akamaized.net//images/flagge/tiny/127.png?lm=1520611569,Austria,UEFA,1523,2021-06-15
24,28,up,,/ukraine/startseite/verein/3699,https://tmssl.akamaized.net//images/flagge/tiny/177.png?lm=1520611569,Ukraine,UEFA,1515,2021-06-15
25,37,up,,/serbien/startseite/verein/3438,https://tmssl.akamaized.net//images/flagge/tiny/215.png?lm=1520611569,Serbia,UEFA,1513,2021-06-15
26,41,up,,/tunesien/startseite/verein/3670,https://tmssl.akamaized.net//images/flagge/tiny/173.png?lm=1520611569,Tunisia,CAF,1513,2021-06-15
27,51,up,,/peru/startseite/verein/3584,https://tmssl.akamaized.net//images/flagge/tiny/133.png?lm=1520611569,Peru,CONMEBOL,1512,2021-06-15
28,18,down,,/japan/startseite/verein/3435,https://tmssl.akamaized.net//images/flagge/tiny/77.png?lm=1520611569,Japan,AFC,1509,2021-06-15
29,25,down,,/turkei/startseite/verein/3381,https://tmssl.akamaized.net//images/flagge/tiny/174.png?lm=1520611569,Turkiye,UEFA,1505,2021-06-15
30,48,up,,/venezuela/startseite/verein/3504,https://tmssl.akamaized.net//images/flagge/tiny/182.png?lm=1520611569,Venezuela,CONMEBOL,1501,2021-06-15
31,20,down,,/iran/startseite/verein/3582,https://tmssl.akamaized.net//images/flagge/tiny/71.png?lm=1520611569,Iran,AFC,1500,2021-06-15
32,38,up,,/nigeria/startseite/verein/3444,https://tmssl.akamaized.net//images/flagge/tiny/124.png?lm=1520611569,Nigeria,CAF,1487,2021-06-15
33,34,up,,/algerien/startseite/verein/3614,https://tmssl.akamaized.net//images/flagge/tiny/4.png?lm=1520611569,Algeria,CAF,1487,2021-06-15
34,11,down,,/marokko/startseite/verein/3575,https://tmssl.akamaized.net//images/flagge/tiny/107.png?lm=1520611569,Morocco,CAF,1479,2021-06-15
35,39,up,,/paraguay/startseite/verein/3581,https://tmssl.akamaized.net//images/flagge/tiny/132.png?lm=1520611569,Paraguay,CONMEBOL,1476,2021-06-15
36,45,up,,/slowakei/startseite/verein/3503,https://tmssl.akamaized.net//images/flagge/tiny/154.png?lm=1520611569,Slovakia,UEFA,1475,2021-06-15
37,40,up,,/ungarn/startseite/verein/3468,https://tmssl.akamaized.net//images/flagge/tiny/178.png?lm=1521635893,Hungary,UEFA,1469,2021-06-15
38,33,down,,/russland/startseite/verein/3448,https://tmssl.akamaized.net//images/flagge/tiny/141.png?lm=1520611569,Russia,UEFA,1463,2021-06-15
39,22,down,,/sudkorea/startseite/verein/3589,https://tmssl.akamaized.net//images/flagge/tiny/87.png?lm=1520611569,South Korea,AFC,1460,2021-06-15
40,44,up,,/tschechien/startseite/verein/3445,https://tmssl.akamaized.net//images/flagge/tiny/172.png?lm=1520611569,Czech Republic,UEFA,1459,2021-06-15
41,26,down,,/australien/startseite/verein/3433,https://tmssl.akamaized.net//images/flagge/tiny/12.png?lm=1520611569,Australia,AFC,1457,2021-06-15
42,29,down,,/norwegen/startseite/verein/3440,https://tmssl.akamaized.net//images/flagge/tiny/125.png?lm=1520611569,Norway,UEFA,1452,2021-06-15
43,47,up,,/rumanien/startseite/verein/3447,https://tmssl.akamaized.net//images/flagge/tiny/140.png?lm=1520611569,Romania,UEFA,1449,2021-06-15
44,36,down,,/schottland/startseite/verein/3380,https://tmssl.akamaized.net//images/flagge/tiny/190.png?lm=1520611569,Scotland,UEFA,1441,2021-06-15
45,70,up,,/jamaika/startseite/verein/3671,https://tmssl.akamaized.net//images/flagge/tiny/76.png?lm=1520611569,Jamaica,CONCACAF,1433,2021-06-15
46,35,down,,/agypten/startseite/verein/3672,https://tmssl.akamaized.net//images/flagge/tiny/2.png?lm=1520611569,Egypt,CAF,1433,2021-06-15
47,59,up,,/irland/startseite/verein/3509,https://tmssl.akamaized.net//images/flagge/tiny/72.png?lm=1520611569,Republic of Ireland,UEFA,1427,2021-06-15
48,69,up,,/nordirland/startseite/verein/5674,https://tmssl.akamaized.net//images/flagge/tiny/192.png?lm=1520611569,Northern Ireland,UEFA,1426,2021-06-15
49,72,up,,/ghana/startseite/verein/3441,https://tmssl.akamaized.net//images/flagge/tiny/54.png?lm=1520611569,Ghana,CAF,1425,2021-06-15
50,49,down,,/costa-rica/startseite/verein/8497,https://tmssl.akamaized.net//images/flagge/tiny/36.png?lm=1520611569,Costa Rica,CONCACAF,1423,2021-06-15
51,46,down,,/griechenland/startseite/verein/3378,https://tmssl.akamaized.net//images/flagge/tiny/56.png?lm=1520611569,Greece,UEFA,1419,2021-06-15
52,74,up,,/island/startseite/verein/3574,https://tmssl.akamaized.net//images/flagge/tiny/73.png?lm=1520611569,Iceland,UEFA,1416,2021-06-15
53,23,down,,/ecuador/startseite/verein/5750,https://tmssl.akamaized.net//images/flagge/tiny/44.png?lm=1520611569,Ecuador,CONMEBOL,1413,2021-06-15
54,75,up,,/finnland/startseite/verein/3443,https://tmssl.akamaized.net//images/flagge/tiny/49.png?lm=1520611569,Finland,UEFA,1411,2021-06-15
55,57,up,,/kamerun/startseite/verein/3434,https://tmssl.akamaized.net//images/flagge/tiny/31.png?lm=1520611569,Cameroon,CAF,1405,2021-06-15
55,71,up,,/bosnien-herzegowina/startseite/verein/3446,https://tmssl.akamaized.net//images/flagge/tiny/24.png?lm=1569523290,Bosnia-Herzegovina,UEFA,1405,2021-06-15
57,53,down,,/mali/startseite/verein/3674,https://tmssl.akamaized.net//images/flagge/tiny/105.png?lm=1520611569,Mali,CAF,1401,2021-06-15
58,54,down,,/katar/startseite/verein/14162,https://tmssl.akamaized.net//images/flagge/tiny/137.png?lm=1520611569,Qatar,AFC,1398,2021-06-15
59,42,down,,/elfenbeinkuste/startseite/verein/3591,https://tmssl.akamaized.net//images/flagge/tiny/38.png?lm=1520611569,Ivory Coast,CAF,1398,2021-06-15
60,62,up,,/burkina-faso/startseite/verein/5872,https://tmssl.akamaized.net//images/flagge/tiny/29.png?lm=1520611569,Burkina Faso,CAF,1393,2021-06-15
61,56,down,,/demokratische-republik-kongo/startseite/verein/3854,https://tmssl.akamaized.net//images/flagge/tiny/193.png?lm=1520611569,Democratic Republic of the Congo,CAF,1377,2021-06-15
62,66,up,,/nordmazedonien/startseite/verein/5148,https://tmssl.akamaized.net//images/flagge/tiny/100.png?lm=1520611569,North Macedonia,UEFA,1375,2021-06-15
63,55,down,,/slowenien/startseite/verein/3588,https://tmssl.akamaized.net//images/flagge/tiny/155.png?lm=1520611569,Slovenia,UEFA,1370,2021-06-15
64,83,up,,/montenegro/startseite/verein/11953,https://tmssl.akamaized.net//images/flagge/tiny/216.png?lm=1520611569,Montenegro,UEFA,1368,2021-06-15
65,60,down,,/saudi-arabien/startseite/verein/3807,https://tmssl.akamaized.net//images/flagge/tiny/146.png?lm=1520611569,Saudi Arabia,AFC,1364,2021-06-15
66,63,down,,/albanien/startseite/verein/3561,https://tmssl.akamaized.net//images/flagge/tiny/3.png?lm=1520611569,Albania,UEFA,1362,2021-06-15
67,65,down,,/honduras/startseite/verein/3590,https://tmssl.akamaized.net//images/flagge/tiny/66.png?lm=1699286249,Honduras,CONCACAF,1361,2021-06-15
68,58,down,,/irak/startseite/verein/3560,https://tmssl.akamaized.net//images/flagge/tiny/70.png?lm=1520611569,Iraq,AFC,1353,2021-06-15
69,100,up,,/el-salvador/startseite/verein/13951,https://tmssl.akamaized.net//images/flagge/tiny/45.png?lm=1520611569,El Salvador,CONCACAF,1341,2021-06-15
70,27,down,,/kanada/startseite/verein/3510,https://tmssl.akamaized.net//images/flagge/tiny/80.png?lm=1520611569,Canada,CONCACAF,1341,2021-06-15
71,88,up,,/bulgarien/startseite/verein/3394,https://tmssl.akamaized.net//images/flagge/tiny/28.png?lm=1520611569,Bulgaria,UEFA,1339,2021-06-15
72,81,up,,/guinea/startseite/verein/3856,https://tmssl.akamaized.net//images/flagge/tiny/59.png?lm=1520611569,Guinea,CAF,1332,2021-06-15
73,68,down,,/vereinigte-arabische-emirate/startseite/verein/5147,https://tmssl.akamaized.net//images/flagge/tiny/183.png?lm=1520611569,United Arab Emirates,AFC,1330,2021-06-15
73,67,down,,/kap-verde/startseite/verein/4311,https://tmssl.akamaized.net//images/flagge/tiny/32.png?lm=1520611569,Cape Verde,CAF,1330,2021-06-15
75,61,down,,/sudafrika/startseite/verein/3806,https://tmssl.akamaized.net//images/flagge/tiny/159.png?lm=1520611569,South Africa,CAF,1326,2021-06-15
76,82,up,,/curacao/startseite/verein/32364,https://tmssl.akamaized.net//images/flagge/tiny/260.png?lm=1520611569,Curaçao,CONCACAF,1323,2021-06-15
77,93,up,,/china/startseite/verein/5598,https://tmssl.akamaized.net//images/flagge/tiny/34.png?lm=1520611569,China,AFC,1323,2021-06-15
78,30,down,,/panama/startseite/verein/3577,https://tmssl.akamaized.net//images/flagge/tiny/130.png?lm=1520611569,Panama,CONCACAF,1322,2021-06-15
79,86,up,,/syrien/startseite/verein/13674,https://tmssl.akamaized.net//images/flagge/tiny/163.png?lm=1742914013,Syria,AFC,1304,2021-06-15
80,79,down,,/oman/startseite/verein/14165,https://tmssl.akamaized.net//images/flagge/tiny/126.png?lm=1520611569,Oman,AFC,1302,2021-06-15
81,76,down,,/bolivien/startseite/verein/5233,https://tmssl.akamaized.net//images/flagge/tiny/23.png?lm=1520611569,Bolivia,CONMEBOL,1300,2021-06-15
82,92,up,,/benin/startseite/verein/3955,https://tmssl.akamaized.net//images/flagge/tiny/21.png?lm=1520611569,Benin,CAF,1293,2021-06-15
83,84,up,,/haiti/startseite/verein/14161,https://tmssl.akamaized.net//images/flagge/tiny/62.png?lm=1520611569,Haiti,CONCACAF,1291,2021-06-15
84,85,up,,/uganda/startseite/verein/13497,https://tmssl.akamaized.net//images/flagge/tiny/176.png?lm=1520611569,Uganda,CAF,1287,2021-06-15
85,77,down,,/israel/startseite/verein/5547,https://tmssl.akamaized.net//images/flagge/tiny/74.png?lm=1520611569,Israel,UEFA,1283,2021-06-15
86,50,down,,/usbekistan/startseite/verein/3563,https://tmssl.akamaized.net//images/flagge/tiny/180.png?lm=1520611569,Uzbekistan,AFC,1281,2021-06-15
87,91,up,,/sambia/startseite/verein/3703,https://tmssl.akamaized.net//images/flagge/tiny/142.png?lm=1520611569,Zambia,CAF,1280,2021-06-15
88,78,down,,/gabun/startseite/verein/5704,https://tmssl.akamaized.net//images/flagge/tiny/51.png?lm=1520611569,Gabon,CAF,1278,2021-06-15
89,99,up,,/belarus/startseite/verein/3450,https://tmssl.akamaized.net//images/flagge/tiny/18.png?lm=1520611569,Belarus,UEFA,1277,2021-06-15
90,106,up,,/armenien/startseite/verein/6219,https://tmssl.akamaized.net//images/flagge/tiny/10.png?lm=1520611569,Armenia,UEFA,1273,2021-06-15
91,73,down,,/georgien/startseite/verein/3669,https://tmssl.akamaized.net//images/flagge/tiny/53.png?lm=1520611569,Georgia,UEFA,1260,2021-06-15
92,107,up,,/vietnam/startseite/verein/8778,https://tmssl.akamaized.net//images/flagge/tiny/185.png?lm=1520611569,Vietnam,AFC,1258,2021-06-15
93,108,up,,/libanon/startseite/verein/3586,https://tmssl.akamaized.net//images/flagge/tiny/94.png?lm=1520611569,Lebanon,AFC,1256,2021-06-15
94,134,up,,/republik-kongo/startseite/verein/3702,https://tmssl.akamaized.net//images/flagge/tiny/85.png?lm=1520611569,Republic of the Congo,CAF,1256,2021-06-15
95,64,down,,/jordanien/startseite/verein/15737,https://tmssl.akamaized.net//images/flagge/tiny/78.png?lm=1520611569,Jordan,AFC,1252,2021-06-15
96,103,up,,/luxemburg/startseite/verein/3580,https://tmssl.akamaized.net//images/flagge/tiny/99.png?lm=1520611569,Luxembourg,UEFA,1245,2021-06-15
97,128,up,,/zypern/startseite/verein/3668,https://tmssl.akamaized.net//images/flagge/tiny/188.png?lm=1520611569,Cyprus,UEFA,1241,2021-06-15
98,90,down,,/bahrain/startseite/verein/7214,https://tmssl.akamaized.net//images/flagge/tiny/15.png?lm=1520611569,Bahrain,AFC,1240,2021-06-15
99,104,up,,/kirgisistan/startseite/verein/3956,https://tmssl.akamaized.net//images/flagge/tiny/90.png?lm=1520611569,Kyrgyzstan,AFC,1240,2021-06-15
